t [h],lycopene_secreted [mg/L]
42.04545454545455,-0.061352691139368774
53.97727272727273,3.6196290417865793
66.09848022460938,8.711655270129443
80.11363636363636,11.10429339653131
90.15151977539062,16.012268291534927
104.16666204279119,17.914109602444313
115.15151977539062,19.509200937814573
128.03029840642756,20.674845902138774
138.0681818181818,22.085888150862736
150,26.257668945974114
