t [h],lycopene_intracellular [mg/L]
33.14393477006392,0
38.06818181818182,34.509203746180766
42.04545454545455,164.87721317510176
53.97727272727273,778.3740750505534
65.9090909090909,1253.8342623595915
80.11363636363636,1468.5582903924783
89.96211658824573,1602.7607025993002
104.16666204279119,1683.2821780070553
114.96211658824573,1794.4784543830901
128.03029840642756,1963.1902107544024
138.0681818181818,2055.2146838683966
150.18940318714488,2116.5644262232654
