t [h],titer [kAU]
0,1.1895838713616635
4.762954539618368,4.163565331830008
8.643879384093799,6.096647291066781
18.25799240187041,14.572484106921074
25.75523350528692,17.54646556738942
32.28224743519116,26.31969835108414
44.80705166376039,31.52416318414571
49.834614788913115,31.970259858664356
