t [h],x [g/L]
0,24.299799786622533
4.674750601078492,41.499013379304
8.643879384093799,67.37672441928929
18.346193110325014,65.32544036776537
25.667032796832316,66.58777168184619
32.28224743519116,65.00986042848344
44.80705166376039,65.95660602480578
49.92282195753826,66.42997882296694
